Rank	Feature	Informazione Mutua
1141	imports_2033	0.007313
1142	imports_1611	0.007309
1143	imports_1598	0.007309
1144	imports_1015	0.007281
1145	imports_2176	0.007272
1146	imports_1240	0.007271
1147	imports_2214	0.007260
1148	imports_1540	0.007255
1149	imports_2001	0.007249
1150	imports_2022	0.007248
1151	imports_992	0.007242
1152	imports_1220	0.007241
1153	imports_1914	0.007227
1154	imports_1302	0.007219
1155	imports_2104	0.007218
1156	imports_2174	0.007208
1157	imports_1439	0.007195
1158	imports_1826	0.007171
1159	imports_2116	0.007111
1160	imports_1898	0.007059
1161	imports_1353	0.007042
1162	imports_2021	0.007035
1163	imports_1043	0.007020
1164	imports_1650	0.007010
1165	imports_1607	0.007005
1166	imports_1918	0.007002
1167	imports_1273	0.006983
1168	imports_1244	0.006982
1169	imports_1443	0.006972
1170	imports_1058	0.006969
1171	imports_1883	0.006959
1172	imports_1091	0.006950
1173	imports_1631	0.006944
1174	imports_2112	0.006926
1175	imports_2183	0.006915
1176	imports_1772	0.006904
1177	imports_1697	0.006891
1178	exports_2270	0.006888
1179	imports_1694	0.006886
1180	imports_1719	0.006883
1181	imports_2057	0.006878
1182	imports_1361	0.006876
1183	imports_1964	0.006876
1184	imports_1447	0.006843
1185	exports_2332	0.006834
1186	imports_2221	0.006832
1187	imports_1383	0.006823
1188	imports_1653	0.006817
1189	imports_1338	0.006782
1190	imports_1232	0.006782
1191	imports_1313	0.006773
1192	exports_2228	0.006770
1193	imports_991	0.006736
1194	imports_1337	0.006730
1195	imports_2034	0.006718
1196	imports_1621	0.006714
1197	imports_1975	0.006705
1198	imports_978	0.006704
1199	imports_2035	0.006703
1200	imports_1921	0.006691
1201	imports_1392	0.006670
1202	imports_1401	0.006664
1203	imports_1786	0.006655
1204	imports_2180	0.006655
1205	imports_1181	0.006652
1206	imports_1916	0.006623
1207	imports_1847	0.006617
1208	imports_2166	0.006600
1209	imports_1153	0.006576
1210	imports_1052	0.006560
1211	imports_1968	0.006543
1212	imports_1115	0.006528
1213	imports_1794	0.006527
1214	imports_1246	0.006523
1215	imports_1800	0.006517
1216	imports_2158	0.006511
1217	imports_1496	0.006503
1218	imports_2089	0.006495
1219	imports_1152	0.006493
1220	imports_1557	0.006490
1221	imports_1686	0.006480
1222	imports_1549	0.006479
1223	imports_1759	0.006462
1224	directories_2374	0.006448
1225	section_885	0.006447
1226	imports_1346	0.006443
1227	imports_1667	0.006428
1228	imports_1803	0.006409
1229	imports_1710	0.006408
1230	imports_2107	0.006396
1231	imports_1527	0.006393
1232	imports_1249	0.006381
1233	exports_2335	0.006360
1234	exports_2343	0.006338
1235	imports_2179	0.006334
1236	section_709	0.006333
1237	imports_2063	0.006321
1238	imports_2109	0.006308
1239	imports_1554	0.006280
1240	imports_2042	0.006265
1241	imports_1783	0.006258
1242	imports_1688	0.006246
1243	imports_2059	0.006228
1244	imports_1416	0.006190
1245	imports_979	0.006174
1246	imports_1668	0.006166
1247	imports_1876	0.006153
1248	imports_1532	0.006151
1249	imports_1403	0.006142
1250	imports_2054	0.006119
1251	imports_2124	0.006101
1252	imports_1406	0.006094
1253	imports_1720	0.006073
1254	imports_1511	0.006058
1255	head_662	0.006045
1256	imports_1947	0.006029
1257	imports_1630	0.006028
1258	imports_2009	0.006019
1259	exports_2291	0.006001
1260	imports_1704	0.005986
1261	imports_1885	0.005977
1262	imports_1198	0.005959
1263	imports_1556	0.005956
1264	imports_1878	0.005951
1265	imports_1848	0.005947
1266	imports_2206	0.005922
1267	imports_1514	0.005920
1268	imports_1504	0.005915
1269	imports_2030	0.005906
1270	imports_1949	0.005904
1271	imports_1590	0.005892
1272	imports_1242	0.005889
1273	imports_1932	0.005888
1274	imports_1946	0.005887
1275	imports_1724	0.005881
1276	imports_1022	0.005881
1277	section_804	0.005853
1278	imports_1721	0.005838
1279	imports_1041	0.005824
1280	imports_1082	0.005819
1281	imports_1018	0.005812
1282	imports_1905	0.005804
1283	section_936	0.005753
1284	imports_1529	0.005747
1285	imports_2113	0.005737
1286	imports_1444	0.005734
1287	imports_1178	0.005733
1288	imports_1397	0.005723
1289	imports_1046	0.005719
1290	imports_1335	0.005717
1291	imports_1936	0.005696
1292	imports_1941	0.005686
1293	imports_1408	0.005654
1294	imports_1943	0.005644
1295	imports_1369	0.005642
1296	imports_2191	0.005638
1297	imports_1104	0.005634
1298	section_794	0.005631
1299	imports_1211	0.005599
1300	imports_1804	0.005598
1301	imports_1462	0.005592
1302	imports_1033	0.005581
1303	imports_1225	0.005571
1304	imports_1255	0.005566
1305	imports_1263	0.005558
1306	imports_1395	0.005549
1307	imports_1004	0.005537
1308	exports_2344	0.005537
1309	section_822	0.005531
1310	imports_1539	0.005529
1311	imports_2015	0.005510
1312	imports_1884	0.005505
1313	imports_986	0.005499
1314	imports_1488	0.005480
1315	imports_1023	0.005473
1316	imports_1618	0.005468
1317	imports_1816	0.005466
1318	imports_1585	0.005464
1319	imports_1734	0.005461
1320	exports_2310	0.005448
1321	imports_1489	0.005444
1322	imports_1934	0.005436
1323	imports_1193	0.005436
1324	head_658	0.005425
1325	imports_2011	0.005414
1326	imports_2139	0.005413
1327	imports_2039	0.005409
1328	imports_1740	0.005385
1329	imports_1032	0.005384
1330	imports_1288	0.005377
1331	imports_2117	0.005377
1332	imports_1493	0.005375
1333	imports_1574	0.005361
1334	exports_2249	0.005357
1335	exports_2297	0.005347
1336	section_838	0.005347
1337	imports_1675	0.005344
1338	exports_2322	0.005339
1339	imports_2075	0.005323
1340	imports_1352	0.005322
1341	imports_2005	0.005316
1342	imports_1027	0.005316
1343	imports_2177	0.005308
1344	imports_1641	0.005272
1345	imports_1374	0.005256
1346	section_833	0.005256
1347	section_919	0.005252
1348	imports_1050	0.005242
1349	imports_1053	0.005237
1350	imports_1559	0.005236
1351	imports_1587	0.005236
1352	imports_2020	0.005235
1353	imports_2213	0.005229
1354	imports_954	0.005214
1355	imports_1715	0.005209
1356	imports_1144	0.005205
1357	imports_1051	0.005204
1358	imports_1561	0.005194
1359	section_753	0.005189
1360	imports_1896	0.005182
1361	exports_2227	0.005171
1362	imports_1555	0.005154
1363	imports_1118	0.005146
1364	imports_1370	0.005146
1365	imports_1827	0.005136
1366	imports_1481	0.005134
1367	imports_1769	0.005131
1368	imports_2144	0.005131
1369	imports_1422	0.005127
1370	imports_1150	0.005107
1371	imports_1890	0.005099
1372	imports_1679	0.005070
1373	exports_2316	0.005067
1374	imports_994	0.005042
1375	imports_2061	0.005034
1376	imports_1491	0.005031
1377	imports_1837	0.005026
1378	section_845	0.005020
1379	imports_1204	0.005004
1380	imports_1414	0.005004
1381	imports_1670	0.004992
1382	imports_1857	0.004992
1383	imports_1196	0.004989
1384	imports_1147	0.004986
1385	imports_1815	0.004969
1386	imports_1571	0.004954
1387	imports_1479	0.004927
1388	imports_1362	0.004926
1389	imports_1586	0.004920
1390	imports_1758	0.004914
1391	imports_1508	0.004911
1392	imports_1310	0.004902
1393	section_795	0.004901
1394	exports_2257	0.004899
1395	imports_1259	0.004890
1396	head_632	0.004885
1397	imports_1351	0.004863
1398	imports_1780	0.004863
1399	head_635	0.004843
1400	imports_1226	0.004842
1401	imports_1749	0.004820
1402	imports_1262	0.004799
1403	imports_2026	0.004765
1404	imports_1492	0.004752
1405	imports_1464	0.004748
1406	imports_1282	0.004742
1407	imports_1705	0.004728
1408	imports_1455	0.004725
1409	imports_1008	0.004716
1410	imports_972	0.004710
1411	imports_1822	0.004702
1412	imports_1616	0.004702
1413	imports_1987	0.004684
1414	imports_1998	0.004680
1415	imports_1832	0.004678
1416	imports_1956	0.004662
1417	section_696	0.004661
1418	imports_1376	0.004657
1419	section_898	0.004657
1420	imports_2044	0.004653
1421	imports_1170	0.004642
1422	exports_2238	0.004638
1423	imports_1229	0.004610
1424	imports_1134	0.004605
1425	imports_1730	0.004601
1426	imports_1224	0.004598
1427	section_741	0.004578
1428	imports_974	0.004555
1429	imports_956	0.004543
1430	exports_2237	0.004536
1431	exports_2275	0.004530
1432	imports_1472	0.004503
1433	imports_1767	0.004493
1434	imports_1133	0.004476
1435	section_755	0.004474
1436	section_718	0.004460
1437	imports_1221	0.004436
1438	imports_2064	0.004426
1439	exports_2259	0.004424
1440	imports_1502	0.004421
1441	imports_2004	0.004416
1442	imports_1040	0.004396
1443	imports_1363	0.004389
1444	imports_1164	0.004373
1445	imports_1889	0.004370
1446	exports_2341	0.004364
1447	imports_1809	0.004362
1448	imports_1016	0.004341
1449	imports_1063	0.004334
1450	exports_2285	0.004328
1451	imports_1131	0.004284
1452	imports_2078	0.004277
1453	imports_1624	0.004248
1454	imports_1368	0.004240
1455	exports_2346	0.004237
1456	imports_1662	0.004236
1457	imports_1790	0.004217
1458	imports_1315	0.004214
1459	imports_1817	0.004199
1460	section_706	0.004190
1461	imports_1461	0.004179
1462	imports_2140	0.004162
1463	imports_1185	0.004147
1464	imports_1997	0.004144
1465	imports_950	0.004138
1466	imports_1879	0.004137
1467	imports_2076	0.004119
1468	imports_1509	0.004112
1469	imports_1692	0.004109
1470	imports_1640	0.004104
1471	imports_1037	0.004099
1472	imports_1643	0.004091
1473	imports_2027	0.004087
1474	imports_1427	0.004063
1475	imports_1577	0.004060
1476	imports_1716	0.004055
1477	imports_1831	0.004050
1478	imports_2045	0.004030
1479	imports_1390	0.004025
1480	imports_1903	0.004020
1481	imports_1888	0.004016
1482	imports_1399	0.004013
1483	imports_1318	0.004004
1484	imports_1317	0.003992
1485	imports_2128	0.003990
1486	imports_1870	0.003988
1487	imports_2141	0.003987
1488	imports_1203	0.003983
1489	exports_2273	0.003975
1490	imports_1227	0.003975
1491	imports_1267	0.003968
1492	imports_1992	0.003961
1493	imports_2016	0.003957
1494	imports_2102	0.003940
1495	imports_1251	0.003934
1496	imports_1436	0.003933
1497	imports_1900	0.003927
1498	section_773	0.003887
1499	imports_1463	0.003886
1500	exports_2262	0.003881
1501	imports_2108	0.003874
1502	imports_1382	0.003871
1503	imports_1581	0.003869
1504	imports_1035	0.003865
1505	section_723	0.003842
1506	exports_2281	0.003836
1507	imports_2013	0.003797
1508	imports_1505	0.003789
1509	imports_1551	0.003786
1510	imports_2129	0.003784
1511	imports_1375	0.003776
1512	imports_1250	0.003770
1513	imports_2050	0.003768
1514	imports_2052	0.003752
1515	imports_2199	0.003752
1516	imports_1110	0.003740
1517	imports_2077	0.003730
1518	imports_1108	0.003719
1519	imports_1332	0.003716
1520	imports_1678	0.003715
1521	imports_1926	0.003684
1522	imports_1754	0.003677
1523	imports_1940	0.003668
1524	imports_1845	0.003658
1525	imports_2212	0.003638
1526	imports_1001	0.003636
1527	imports_1993	0.003630
1528	imports_1078	0.003625
1529	exports_2234	0.003625
1530	exports_2243	0.003620
1531	exports_2266	0.003609
1532	section_788	0.003606
1533	imports_2105	0.003604
1534	imports_2082	0.003604
1535	imports_2190	0.003597
1536	imports_1738	0.003596
1537	imports_1484	0.003577
1538	imports_1284	0.003564
1539	imports_2202	0.003564
1540	imports_1744	0.003553
1541	imports_1166	0.003527
1542	exports_2280	0.003512
1543	imports_946	0.003510
1544	imports_1996	0.003509
1545	imports_1191	0.003508
1546	imports_1838	0.003504
1547	imports_1155	0.003499
1548	imports_1044	0.003498
1549	exports_2246	0.003488
1550	imports_1606	0.003484
1551	imports_998	0.003469
1552	imports_1517	0.003430
1553	imports_2023	0.003428
1554	imports_1595	0.003404
1555	imports_1541	0.003391
1556	section_869	0.003385
1557	imports_1569	0.003360
1558	head_648	0.003339
1559	imports_1866	0.003337
1560	imports_1958	0.003335
1561	imports_1545	0.003319
1562	imports_2098	0.003297
1563	section_890	0.003255
1564	imports_1891	0.003253
1565	imports_1365	0.003246
1566	imports_1601	0.003224
1567	imports_1341	0.003221
1568	imports_2196	0.003219
1569	exports_2319	0.003212
1570	gen_623	0.003201
1571	imports_1344	0.003195
1572	imports_1316	0.003183
1573	imports_1142	0.003178
1574	exports_2340	0.003175
1575	imports_1417	0.003169
1576	exports_2252	0.003164
1577	imports_2160	0.003163
1578	head_663	0.003147
1579	imports_1706	0.003147
1580	imports_1811	0.003143
1581	imports_1986	0.003142
1582	imports_1278	0.003141
1583	imports_2198	0.003138
1584	imports_1215	0.003135
1585	imports_973	0.003116
1586	exports_2250	0.003115
1587	imports_969	0.003113
1588	imports_1398	0.003080
1589	imports_2019	0.003066
1590	imports_1167	0.003062
1591	imports_2002	0.003061
1592	imports_1564	0.003059
1593	section_815	0.003054
1594	imports_1192	0.003048
1595	imports_1252	0.003045
1596	imports_1343	0.003032
1597	imports_1372	0.003017
1598	imports_1380	0.003006
1599	imports_1264	0.003004
1600	imports_1676	0.002998
1601	imports_1677	0.002993
1602	exports_2289	0.002993
1603	section_831	0.002988
1604	imports_1528	0.002983
1605	imports_1985	0.002981
1606	imports_1060	0.002980
1607	exports_2336	0.002976
1608	imports_1441	0.002964
1609	imports_985	0.002954
1610	imports_1603	0.002942
1611	imports_1907	0.002940
1612	directories_2366	0.002937
1613	imports_1952	0.002916
1614	imports_2046	0.002914
1615	imports_1972	0.002913
1616	exports_2326	0.002911
1617	section_801	0.002897
1618	imports_1421	0.002884
1619	exports_2347	0.002877
1620	imports_1085	0.002876
1621	imports_1954	0.002855
1622	imports_1482	0.002851
1623	imports_1388	0.002845
1624	imports_1007	0.002844
1625	imports_2014	0.002823
1626	imports_1863	0.002788
1627	exports_2224	0.002777
1628	imports_2058	0.002776
1629	imports_1404	0.002771
1630	imports_2010	0.002756
1631	section_694	0.002752
1632	imports_1176	0.002752
1633	exports_2303	0.002736
1634	imports_1243	0.002727
1635	imports_952	0.002723
1636	imports_1161	0.002708
1637	imports_1757	0.002704
1638	imports_2090	0.002704
1639	imports_1128	0.002688
1640	section_769	0.002686
1641	imports_1729	0.002676
1642	section_704	0.002672
1643	imports_1565	0.002664
1644	imports_1582	0.002662
1645	section_744	0.002662
1646	imports_1764	0.002640
1647	imports_1387	0.002631
1648	imports_1632	0.002628
1649	exports_2294	0.002627
1650	imports_1183	0.002626
1651	section_930	0.002614
1652	section_819	0.002607
1653	imports_1499	0.002592
1654	imports_2169	0.002563
1655	imports_1261	0.002561
1656	imports_1020	0.002560
1657	imports_1289	0.002559
1658	imports_1042	0.002553
1659	imports_1522	0.002550
1660	imports_1725	0.002546
1661	exports_2244	0.002537
1662	imports_1030	0.002528
1663	imports_1214	0.002511
1664	imports_1197	0.002495
1665	imports_2184	0.002494
1666	imports_1657	0.002460
1667	section_942	0.002455
1668	imports_2159	0.002439
1669	imports_1610	0.002419
1670	imports_1829	0.002395
1671	directories_2367	0.002382
1672	imports_1218	0.002376
1673	imports_1765	0.002374
1674	section_846	0.002369
1675	imports_1925	0.002367
1676	imports_1266	0.002362
1677	imports_1812	0.002351
1678	imports_2079	0.002349
1679	imports_1609	0.002339
1680	imports_1684	0.002336
1681	imports_2041	0.002329
1682	imports_1994	0.002326
1683	exports_2331	0.002322
1684	imports_1860	0.002308
1685	imports_1433	0.002274
1686	imports_1490	0.002244
1687	imports_1818	0.002239
1688	imports_1852	0.002238
1689	imports_2084	0.002237
1690	imports_1077	0.002226
1691	imports_1639	0.002226
1692	imports_1291	0.002224
1693	imports_2095	0.002221
1694	exports_2349	0.002218
1695	imports_1960	0.002213
1696	section_824	0.002202
1697	head_650	0.002200
1698	imports_1835	0.002173
1699	exports_2312	0.002157
1700	head_654	0.002153
1701	imports_1872	0.002141
1702	imports_1594	0.002141
1703	imports_1930	0.002140
1704	exports_2293	0.002132
1705	imports_966	0.002106
1706	exports_2231	0.002101
1707	imports_1009	0.002101
1708	imports_1396	0.002095
1709	imports_1873	0.002089
1710	section_789	0.002089
1711	imports_1265	0.002081
1712	imports_1253	0.002064
1713	exports_2263	0.002063
1714	imports_2200	0.002061
1715	imports_1301	0.002009
1716	imports_1384	0.002005
1717	imports_2127	0.002000
1718	exports_2288	0.001988
1719	imports_1467	0.001983
1720	imports_1410	0.001983
1721	section_797	0.001980
1722	exports_2348	0.001979
1723	section_817	0.001972
1724	imports_1981	0.001962
1725	imports_1689	0.001960
1726	exports_2235	0.001948
1727	imports_1953	0.001940
1728	imports_1938	0.001937
1729	imports_1056	0.001937
1730	imports_1300	0.001931
1731	imports_2074	0.001920
1732	imports_1773	0.001905
1733	exports_2240	0.001904
1734	exports_2309	0.001888
1735	imports_2205	0.001883
1736	imports_1235	0.001883
1737	imports_1989	0.001867
1738	imports_1801	0.001847
1739	imports_1429	0.001840
1740	imports_1712	0.001839
1741	imports_1068	0.001828
1742	imports_1269	0.001819
1743	imports_1929	0.001809
1744	imports_1850	0.001802
1745	imports_1613	0.001800
1746	imports_1419	0.001795
1747	imports_1465	0.001791
1748	imports_2192	0.001783
1749	imports_1645	0.001769
1750	section_848	0.001760
1751	section_698	0.001728
1752	imports_960	0.001726
1753	imports_1880	0.001724
1754	exports_2351	0.001720
1755	imports_1762	0.001706
1756	imports_1466	0.001695
1757	exports_2345	0.001688
1758	section_870	0.001684
1759	imports_1477	0.001674
1760	imports_968	0.001664
1761	section_902	0.001644
1762	imports_1961	0.001628
1763	imports_1019	0.001619
1764	imports_1160	0.001598
1765	imports_1843	0.001596
1766	imports_2118	0.001593
1767	exports_2329	0.001593
1768	imports_1171	0.001586
1769	imports_1707	0.001580
1770	imports_1681	0.001557
1771	imports_1389	0.001536
1772	imports_1000	0.001536
1773	imports_2037	0.001532
1774	exports_2290	0.001525
1775	imports_1324	0.001493
1776	imports_1776	0.001493
1777	imports_1599	0.001491
1778	imports_1103	0.001487
1779	imports_1066	0.001485
1780	imports_1442	0.001480
1781	imports_1476	0.001479
1782	imports_1864	0.001471
1783	imports_1775	0.001471
1784	imports_1512	0.001465
1785	imports_1874	0.001464
1786	imports_1617	0.001447
1787	imports_1285	0.001426
1788	imports_2135	0.001419
1789	imports_1957	0.001400
1790	imports_997	0.001399
1791	imports_1049	0.001389
1792	imports_2062	0.001376
1793	exports_2339	0.001371
1794	imports_1159	0.001366
1795	imports_2136	0.001366
1796	imports_2081	0.001360
1797	imports_1283	0.001355
1798	imports_1067	0.001348
1799	imports_1700	0.001347
1800	imports_1309	0.001315
1801	imports_1373	0.001306
1802	imports_1894	0.001281
1803	section_719	0.001277
1804	imports_1976	0.001268
1805	imports_2068	0.001261
1806	section_770	0.001259
1807	imports_1573	0.001255
1808	imports_1778	0.001242
1809	imports_1274	0.001237
1810	imports_1627	0.001220
1811	imports_1201	0.001193
1812	imports_1498	0.001180
1813	section_768	0.001171
1814	exports_2258	0.001169
1815	imports_2165	0.001168
1816	imports_1112	0.001167
1817	exports_2248	0.001161
1818	section_856	0.001133
1819	imports_1116	0.001129
1820	imports_1768	0.001112
1821	imports_1507	0.001089
1822	imports_1485	0.001077
1823	imports_1207	0.001057
1824	exports_2292	0.001054
1825	imports_1782	0.001044
1826	section_800	0.001042
1827	imports_1320	0.001037
1828	section_903	0.001026
1829	imports_1270	0.001021
1830	exports_2287	0.001009
1831	imports_1340	0.001008
1832	imports_1912	0.001007
1833	imports_1945	0.001006
1834	imports_1125	0.001000
1835	imports_1538	0.000999
1836	section_878	0.000918
1837	imports_1357	0.000917
1838	exports_2283	0.000912
1839	imports_1810	0.000902
1840	imports_1208	0.000890
1841	imports_1736	0.000881
1842	imports_1558	0.000878
1843	imports_1777	0.000877
1844	imports_2119	0.000867
1845	imports_2018	0.000860
1846	imports_964	0.000859
1847	imports_1868	0.000851
1848	imports_1107	0.000827
1849	imports_1342	0.000814
1850	imports_1065	0.000792
1851	imports_1865	0.000787
1852	imports_1701	0.000786
1853	section_852	0.000784
1854	gen_626	0.000773
1855	imports_1102	0.000766
1856	imports_1445	0.000764
1857	exports_2315	0.000751
1858	section_710	0.000749
1859	directories_2369	0.000741
1860	imports_1059	0.000741
1861	imports_1660	0.000722
1862	imports_1655	0.000718
1863	imports_1967	0.000707
1864	imports_1797	0.000703
1865	imports_1495	0.000684
1866	imports_1295	0.000678
1867	section_807	0.000670
1868	imports_1402	0.000662
1869	imports_1003	0.000646
1870	imports_1024	0.000634
1871	section_915	0.000622
1872	section_849	0.000614
1873	imports_984	0.000608
1874	section_873	0.000600
1875	section_720	0.000598
1876	imports_2171	0.000592
1877	imports_1139	0.000580
1878	imports_1626	0.000577
1879	section_862	0.000570
1880	imports_983	0.000553
1881	imports_1140	0.000548
1882	imports_1271	0.000545
1883	imports_1984	0.000521
1884	imports_1109	0.000478
1885	exports_2276	0.000470
1886	imports_1680	0.000468
1887	imports_1570	0.000464
1888	section_928	0.000446
1889	imports_1379	0.000431
1890	section_809	0.000428
1891	imports_1424	0.000422
1892	imports_1525	0.000422
1893	imports_1129	0.000411
1894	imports_1182	0.000410
1895	imports_999	0.000409
1896	section_781	0.000404
1897	imports_1145	0.000385
1898	section_777	0.000381
1899	imports_1349	0.000372
1900	exports_2245	0.000365
1901	imports_1038	0.000364
1902	imports_1138	0.000351
1903	imports_2131	0.000347
1904	imports_1299	0.000343
1905	imports_1774	0.000340
1906	imports_1685	0.000329
1907	imports_1034	0.000306
1908	imports_1841	0.000299
1909	section_881	0.000250
1910	exports_2241	0.000246
1911	imports_1290	0.000245
1912	imports_1506	0.000245
1913	exports_2317	0.000223
1914	exports_2314	0.000222
1915	imports_1428	0.000221
1916	imports_1296	0.000184
1917	imports_2194	0.000146
1918	section_940	0.000135
1919	imports_1123	0.000124
1920	imports_944	0.000097
1921	imports_1434	0.000094
1922	imports_1258	0.000087
1923	exports_2274	0.000084
1924	head_665	0.000074
1925	imports_1158	0.000066
1926	exports_2330	0.000063
1927	exports_2225	0.000060
1928	imports_1842	0.000047
1929	imports_1669	0.000043
1930	imports_2060	0.000042
1931	imports_1017	0.000022
1932	imports_1087	0.000021
1933	head_631	0.000000
1934	head_644	0.000000
1935	head_646	0.000000
1936	head_647	0.000000
1937	head_652	0.000000
1938	head_657	0.000000
1939	section_697	0.000000
1940	section_701	0.000000
1941	section_705	0.000000
1942	section_712	0.000000
1943	section_714	0.000000
1944	section_715	0.000000
1945	section_724	0.000000
1946	section_730	0.000000
1947	section_731	0.000000
1948	section_733	0.000000
1949	section_738	0.000000
1950	section_739	0.000000
1951	section_742	0.000000
1952	section_743	0.000000
1953	section_747	0.000000
1954	section_748	0.000000
1955	section_750	0.000000
1956	section_754	0.000000
1957	section_757	0.000000
1958	section_760	0.000000
1959	section_762	0.000000
1960	section_765	0.000000
1961	section_774	0.000000
1962	section_780	0.000000
1963	section_783	0.000000
1964	section_793	0.000000
1965	section_803	0.000000
1966	section_812	0.000000
1967	section_814	0.000000
1968	section_818	0.000000
1969	section_820	0.000000
1970	section_830	0.000000
1971	section_839	0.000000
1972	section_842	0.000000
1973	section_843	0.000000
1974	section_851	0.000000
1975	section_854	0.000000
1976	section_857	0.000000
1977	section_858	0.000000
1978	section_859	0.000000
1979	section_864	0.000000
1980	section_866	0.000000
1981	section_867	0.000000
1982	section_872	0.000000
1983	section_877	0.000000
1984	section_879	0.000000
1985	section_882	0.000000
1986	section_888	0.000000
1987	section_889	0.000000
1988	section_893	0.000000
1989	section_896	0.000000
1990	section_908	0.000000
1991	section_926	0.000000
1992	imports_945	0.000000
1993	imports_949	0.000000
1994	imports_955	0.000000
1995	imports_957	0.000000
1996	imports_958	0.000000
1997	imports_961	0.000000
1998	imports_962	0.000000
1999	imports_963	0.000000
2000	imports_965	0.000000
2001	imports_967	0.000000
2002	imports_975	0.000000
2003	imports_977	0.000000
2004	imports_982	0.000000
2005	imports_988	0.000000
2006	imports_989	0.000000
2007	imports_990	0.000000
2008	imports_993	0.000000
2009	imports_996	0.000000
2010	imports_1002	0.000000
2011	imports_1005	0.000000
2012	imports_1006	0.000000
2013	imports_1010	0.000000
2014	imports_1011	0.000000
2015	imports_1012	0.000000
2016	imports_1013	0.000000
2017	imports_1014	0.000000
2018	imports_1021	0.000000
2019	imports_1025	0.000000
2020	imports_1026	0.000000
2021	imports_1028	0.000000
2022	imports_1029	0.000000
2023	imports_1031	0.000000
2024	imports_1036	0.000000
2025	imports_1045	0.000000
2026	imports_1047	0.000000
2027	imports_1048	0.000000
2028	imports_1054	0.000000
2029	imports_1055	0.000000
2030	imports_1062	0.000000
2031	imports_1064	0.000000
2032	imports_1069	0.000000
2033	imports_1070	0.000000
2034	imports_1072	0.000000
2035	imports_1074	0.000000
2036	imports_1075	0.000000
2037	imports_1076	0.000000
2038	imports_1079	0.000000
2039	imports_1080	0.000000
2040	imports_1081	0.000000
2041	imports_1084	0.000000
2042	imports_1088	0.000000
2043	imports_1089	0.000000
2044	imports_1092	0.000000
2045	imports_1094	0.000000
2046	imports_1095	0.000000
2047	imports_1097	0.000000
2048	imports_1099	0.000000
2049	imports_1101	0.000000
2050	imports_1105	0.000000
2051	imports_1106	0.000000
2052	imports_1111	0.000000
2053	imports_1114	0.000000
2054	imports_1117	0.000000
2055	imports_1119	0.000000
2056	imports_1120	0.000000
2057	imports_1121	0.000000
2058	imports_1122	0.000000
2059	imports_1124	0.000000
2060	imports_1126	0.000000
2061	imports_1127	0.000000
2062	imports_1130	0.000000
2063	imports_1132	0.000000
2064	imports_1135	0.000000
2065	imports_1136	0.000000
2066	imports_1137	0.000000
2067	imports_1141	0.000000
2068	imports_1143	0.000000
2069	imports_1146	0.000000
2070	imports_1148	0.000000
2071	imports_1149	0.000000
2072	imports_1151	0.000000
2073	imports_1154	0.000000
2074	imports_1156	0.000000
2075	imports_1157	0.000000
2076	imports_1162	0.000000
2077	imports_1165	0.000000
2078	imports_1172	0.000000
2079	imports_1173	0.000000
2080	imports_1174	0.000000
2081	imports_1175	0.000000
2082	imports_1177	0.000000
2083	imports_1179	0.000000
2084	imports_1180	0.000000
2085	imports_1184	0.000000
2086	imports_1186	0.000000
2087	imports_1187	0.000000
2088	imports_1188	0.000000
2089	imports_1189	0.000000
2090	imports_1195	0.000000
2091	imports_1199	0.000000
2092	imports_1200	0.000000
2093	imports_1205	0.000000
2094	imports_1209	0.000000
2095	imports_1217	0.000000
2096	imports_1219	0.000000
2097	imports_1228	0.000000
2098	imports_1230	0.000000
2099	imports_1234	0.000000
2100	imports_1236	0.000000
2101	imports_1239	0.000000
2102	imports_1241	0.000000
2103	imports_1247	0.000000
2104	imports_1257	0.000000
2105	imports_1268	0.000000
2106	imports_1272	0.000000
2107	imports_1275	0.000000
2108	imports_1280	0.000000
2109	imports_1292	0.000000
2110	imports_1293	0.000000
2111	imports_1294	0.000000
2112	imports_1304	0.000000
2113	imports_1305	0.000000
2114	imports_1308	0.000000
2115	imports_1312	0.000000
2116	imports_1314	0.000000
2117	imports_1322	0.000000
2118	imports_1325	0.000000
2119	imports_1326	0.000000
2120	imports_1328	0.000000
2121	imports_1329	0.000000
2122	imports_1331	0.000000
2123	imports_1334	0.000000
2124	imports_1345	0.000000
2125	imports_1350	0.000000
2126	imports_1354	0.000000
2127	imports_1356	0.000000
2128	imports_1358	0.000000
2129	imports_1359	0.000000
2130	imports_1367	0.000000
2131	imports_1371	0.000000
2132	imports_1381	0.000000
2133	imports_1393	0.000000
2134	imports_1394	0.000000
2135	imports_1405	0.000000
2136	imports_1413	0.000000
2137	imports_1423	0.000000
2138	imports_1431	0.000000
2139	imports_1437	0.000000
2140	imports_1448	0.000000
2141	imports_1451	0.000000
2142	imports_1453	0.000000
2143	imports_1456	0.000000
2144	imports_1460	0.000000
2145	imports_1468	0.000000
2146	imports_1471	0.000000
2147	imports_1478	0.000000
2148	imports_1483	0.000000
2149	imports_1487	0.000000
2150	imports_1500	0.000000
2151	imports_1510	0.000000
2152	imports_1537	0.000000
2153	imports_1543	0.000000
2154	imports_1544	0.000000
2155	imports_1552	0.000000
2156	imports_1575	0.000000
2157	imports_1576	0.000000
2158	imports_1578	0.000000
2159	imports_1580	0.000000
2160	imports_1593	0.000000
